movie_id,director,producer,actor_1,actor_2,actor_3
256917,Russell Crowe,Andrew Mason,Russell Crowe,Olga Kurylenko,Yılmaz Erdoğan
251,Jerry Zucker,Lisa Weinstein,Patrick Swayze,Demi Moore,Whoopi Goldberg
544,Bobby Farrelly,Frank Beddor,Cameron Diaz,Ben Stiller,Matt Dillon
11395,John Pasquin,Jeffrey Silver,Tim Allen,Judge Reinhold,Wendy Crewson
14635,John Lee Hancock,NA,Dennis Quaid,Rachel Griffiths,Beth Grant
13680,Andy Fickman,Mark Ciardi,Dwayne Johnson,Madison Pettis,Kyra Sedgwick
688,Clint Eastwood,Clint Eastwood,Meryl Streep,Clint Eastwood,Annie Corley
11090,Luke Greenfield,Barry Bernardi,Rob Schneider,Colleen Haskell,John C. McGinley
783,Richard Attenborough,Richard Attenborough,Ben Kingsley,Candice Bergen,Edward Fox
228194,Lasse Hallström,Steven Spielberg,Helen Mirren,Manish Dayal,Om Puri
1642,Irwin Winkler,Irwin Winkler,Sandra Bullock,Jeremy Northam,Dennis Miller
10950,Jessie Nelson,Edward Zwick,Sean Penn,Michelle Pfeiffer,Dianne Wiest
235260,Christopher Spencer,NA,Roma Downey,Diogo Morgado,Louise Delamere
277,Len Wiseman,Gary Lucchesi,Kate Beckinsale,Scott Speedman,Michael Sheen
8999,Mikael Håfström,Lorenzo di Bonaventura,Clive Owen,Jennifer Aniston,Vincent Cassel
11323,Steven Soderbergh,NA,Matt Damon,Scott Bakula,Joel McHale
10445,Richard Attenborough,Richard Attenborough,Anthony Hopkins,Debra Winger,John Wood
11453,Mike Bigelow,Adam Sandler,Rob Schneider,Eddie Griffin,Jeroen Krabbé
146239,Ken Scott,André Rouleau,Vince Vaughn,Cobie Smulders,Chris Pratt
205588,Susanna White,Gail Egan,Ewan McGregor,Stellan Skarsgård,Damian Lewis
10878,Dennis Dugan,Bruce Berman,Jason Biggs,Steve Zahn,Jack Black
82650,David Bowers,NA,Zachary Gordon,Robert Capron,Devon Bostick
10279,Spike Lee,Jon Kilik,John Leguizamo,Adrien Brody,Mira Sorvino
2294,Kevin Smith,Scott Mosier,Kevin Smith,Jason Mewes,Ben Affleck
2176,Daniel Sackheim,Neal H. Moritz,Leelee Sobieski,Diane Lane,Stellan Skarsgård
270487,Joel Coen,Joel Coen,Josh Brolin,George Clooney,Alden Ehrenreich
19366,Deborah Kaplan,Marc Platt,Rachael Leigh Cook,Rosario Dawson,Tara Reid
204082,Gary Fleder,Sylvester Stallone,Jason Statham,James Franco,Izabela Vidovic
24100,Uli Edel,NA,Richard E. Grant,Jonathan Lipnicki,Jim Carter
1599,David O. Russell,NA,Jason Schwartzman,Dustin Hoffman,Lily Tomlin
5550,Fred Dekker,Patrick Crowley,Robert John Burke,Nancy Allen,Mario Machado
30379,Brian Trenchard-Smith,NA,Michael York,Michael Biehn,Diane Venora
42586,Blake Edwards,NA,Julie Andrews,Rock Hudson,Jeremy Kemp
17709,Hugh Wilson,John Davis,Brendan Fraser,Sarah Jessica Parker,Alfred Molina
287948,Camille Delamarre,Luc Besson,Ed Skrein,Ray Stevenson,Loan Chabanol
7548,Laurence Dunmore,John Malkovich,Johnny Depp,Samantha Morton,John Malkovich
9075,Paul Verhoeven,Jeroen Beker,Carice van Houten,Sebastian Koch,Thom Hoffman
11661,Christian Carion,Christophe Rossignon,Diane Kruger,Natalie Dessay,Benno Fürmann
109513,Dax Shepard,Andrew Panay,Kristen Bell,Dax Shepard,Tom Arnold
12085,Callie Khouri,NA,Diane Keaton,Queen Latifah,Katie Holmes
204922,Rowan Joffe,Avi Lerner,Nicole Kidman,Colin Firth,Mark Strong
38985,William Friedkin,William Friedkin,Roy Scheider,Bruno Cremer,Francisco Rabal
44113,John Curran,NA,Frances Conroy,Robert De Niro,Edward Norton
21494,Laurent Tirard,NA,Romain Duris,Fabrice Luchini,Edouard Baer
164457,Scott Cooper,Ridley Scott,Christian Bale,Zoe Saldana,Woody Harrelson
4566,Tony Gilroy,Sydney Pollack,George Clooney,Tom Wilkinson,Tilda Swinton
17795,Peter Segal,NA,Jack Lemmon,James Garner,Dan Aykroyd
1073,Mark Pellington,Tom Gorai,Jeff Bridges,Tim Robbins,Joan Cusack
153158,Juan José Campanella,NA,Juan José Campanella,Diego Ramos,Pablo Rago
81836,Woody Allen,NA,Ellen Page,Woody Allen,Jesse Eisenberg
10724,Clint Eastwood,Clint Eastwood,Clint Eastwood,Freddie Jones,David Huffman
9473,Trey Parker,Trey Parker,Trey Parker,Matt Stone,Mary Kay Bergman
2196,Frank Oz,Diana Phillips,Matthew Macfadyen,Keeley Hawes,Andy Nyman
1499,Stuart Gillard,David Chan,Paige Turco,Stuart Wilson,Sab Shimono
20857,Brian Robbins,NA,Keanu Reeves,Diane Lane,Michael B. Jordan
82693,David O. Russell,Jonathan Gordon,Bradley Cooper,Jennifer Lawrence,Robert De Niro
1646,Richard LaGravenese,Danny DeVito,Hilary Swank,Scott Glenn,Imelda Staunton
44944,Tyler Perry,Paul Hall,Kimberly Elise,Janet Jackson,Loretta Devine
4108,Louis Leterrier,Luc Besson,Jason Statham,Shu Qi,François Berléand
8456,Jeff Wadlow,Craig Baumgarten,Sean Faris,Amber Heard,Cam Gigandet
7341,Katt Shea,Paul Monash,Emily Bergl,Jason London,Amy Irving
19255,Sam Mendes,Peter Saraf,John Krasinski,Maya Rudolph,Carmen Ejogo
10187,Joshua Michael Stern,Kevin Costner,Kevin Costner,Madeline Carroll,Paula Patton
31005,Brad Silberling,Mark Johnson,Jake Gyllenhaal,Dustin Hoffman,Susan Sarandon
49517,Tomas Alfredson,Tim Bevan,John Hurt,Gary Oldman,Kathy Burke
44857,John Duigan,William J. MacDonald,Elisabeth Shue,Aaron Eckhart,Jill Hennessy
50780,Jodie Foster,Steve Golin,Jodie Foster,Mel Gibson,Jennifer Lawrence
16363,Colin Higgins,Edward K. Milkis,Burt Reynolds,Dolly Parton,Dom DeLuise
1946,David Cronenberg,David Cronenberg,Jennifer Jason Leigh,Jude Law,Ian Holm
85,Steven Spielberg,Frank Marshall,Harrison Ford,Karen Allen,Paul Freeman
772,Chris Columbus,John Hughes,Macaulay Culkin,Joe Pesci,Catherine O'Hara
840,Steven Spielberg,Clark L. Paylow,Richard Dreyfuss,François Truffaut,Teri Garr
9682,Jim Sonzero,NA,Kristen Bell,Ian Somerhalder,Christina Milian
96,Tony Scott,Jerry Bruckheimer,Eddie Murphy,Judge Reinhold,John Ashton
10678,Adam Shankman,Ashok Amritraj,Steve Martin,Queen Latifah,Eugene Levy
274,Jonathan Demme,Ronald M. Bozman,Jodie Foster,Anthony Hopkins,Scott Glenn
8872,Penelope Spheeris,Lorne Michaels,Mike Myers,Dana Carvey,Rob Lowe
16290,Jeff Tremaine,Spike Jonze,Johnny Knoxville,Bam Margera,Ryan Dunn
579,Jeannot Szwarc,Richard D. Zanuck,Roy Scheider,Lorraine Gary,Murray Hamilton
14405,Raja Gosnell,NA,Drew Barrymore,Piper Perabo,Andy García
138843,James Wan,Rob Cowan,Patrick Wilson,Vera Farmiga,Lili Taylor
11637,Brian Levant,Ice Cube,Ice Cube,Nia Long,Aleisha Allen
226486,Ben Falcone,Will Ferrell,Melissa McCarthy,Susan Sarandon,Kathy Bates
1584,Richard Linklater,Scott Rudin,Jack Black,Joan Cusack,Mike White
9312,Paul W.S. Anderson,Lawrence Kasanoff,Christopher Lambert,Robin Shou,Linden Ashby
12153,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Marlon Wayans,Jaime King
65057,Alexander Payne,Jim Taylor,George Clooney,Shailene Woodley,Amara Miller
8326,Andrew Davis,Andrew Davis,Sigourney Weaver,Jon Voight,Tim Blake Nelson
35690,Julie Anne Robinson,NA,Miley Cyrus,Greg Kinnear,Bobby Coleman
76203,Steve McQueen,Brad Pitt,Chiwetel Ejiofor,Michael Fassbender,Lupita Nyong'o
13497,Charles Stone III,Wendy Finerman,Nick Cannon,Zoe Saldana,Orlando Jones
35688,Tyler Perry,NA,Tyler Perry,Janet Jackson,Jill Scott
162,Tim Burton,Tim Burton,Johnny Depp,Winona Ryder,Dianne Wiest
296096,Thea Sharrock,Karen Rosenfelt,Emilia Clarke,Sam Claflin,Janet McTeer
103370,Tyler Perry,Paul Hall,Tyler Perry,Eugene Levy,Denise Richards
1051,William Friedkin,Philip D'Antoni,Gene Hackman,Fernando Rey,Roy Scheider
376659,Jon Lucas,NA,Mila Kunis,Kristen Bell,Kathryn Hahn
10073,Jason Friedberg,Paul Schiff,Alyson Hannigan,Adam Campbell,Sophie Monk
16690,Robin Budd,NA,Harriet Owen,Blayne Weaver,Jeff Bennett
273895,Ava DuVernay,Oprah Winfrey,David Oyelowo,Tom Wilkinson,Carmen Ejogo
14873,Steve Trenbirth,Christopher Chase,John Goodman,Haley Joel Osment,Mae Whitman
8968,Stephen T. Kay,Sam Raimi,Emily Deschanel,Barry Watson,Skye McCole Bartusiak
9963,Mennan Yapo,Adam Shankman,Sandra Bullock,Julian McMahon,Courtney Taylor Burness
15655,Jun Falkenstein,Cheryl Abood,Jim Cummings,Nikita Hopkins,Ken Sansom
21208,Jaume Collet-Serra,Joel Silver,Vera Farmiga,Peter Sarsgaard,Isabelle Fuhrman
272878,Boaz Yakin,Karen Rosenfelt,Thomas Haden Church,Josh Wiggins,Lauren Graham
9760,Jason Friedberg,Paul Schiff,Kal Penn,Adam Campbell,Jennifer Coolidge
314365,Tom McCarthy,Steve Golin,Mark Ruffalo,Michael Keaton,Rachel McAdams
13279,Neil LaBute,John Cameron,Samuel L. Jackson,Patrick Wilson,Kerry Washington
1975,Takashi Shimizu,Robert Tapert,Sarah Michelle Gellar,Amber Tamblyn,Edison Chen
33644,Kevin Rodney Sullivan,Deborah Schindler,Angela Bassett,Taye Diggs,Whoopi Goldberg
1649,Peter Hewitt,Scott Kroopf,Keanu Reeves,Alex Winter,George Carlin
9895,Barry Levinson,James G. Robinson,Robin Williams,Christopher Walken,Laura Linney
9570,Gary Nelson,Ron W. Miller,Maximilian Schell,Anthony Perkins,Robert Forster
27579,Anton Corbijn,George Clooney,George Clooney,Violante Placido,Thekla Reuten
16052,Gregory Nava,Robert Katz,Jennifer Lopez,Edward James Olmos,Constance Marie
40264,Jason Friedberg,Jason Friedberg,Chris Riggi,Matt Lanter,Jenn Proske
1164,Alejandro González Iñárritu,Alejandro González Iñárritu,Brad Pitt,Cate Blanchett,Gael García Bernal
239678,Shawn Levy,Paula Weinstein,Jason Bateman,Tina Fey,Adam Driver
14359,John Patrick Shanley,Scott Rudin,Meryl Streep,Philip Seymour Hoffman,Amy Adams
3989,Trey Parker,Michael Polaire,Trey Parker,Matt Stone,Kristen Miller
76617,John Luessenhop,Carl Mazzocone,Alexandra Daddario,Dan Yeager,Bill Moseley
1710,Jon Amiel,Arnon Milchan,Sigourney Weaver,Holly Hunter,Will Patton
4258,Malcolm D. Lee,NA,Simon Rex,Ashley Tisdale,Charlie Sheen
20391,Joshua Logan,Alan Jay Lerner,Lee Marvin,Clint Eastwood,Jean Seberg
10139,Gus Van Sant,Bruce Cohen,Sean Penn,Emile Hirsch,James Franco
335778,Kevin Reynolds,Mickey Liddell,Tom Felton,Cliff Curtis,Joseph Fiennes
9645,Steve Beck,Robert Zemeckis,Gabriel Byrne,Julianna Margulies,Desmond Harrington
55465,Todd Strauss-Schulson,Greg Shapiro,Neil Patrick Harris,John Cho,Elias Koteas
617,John McNaughton,Steven A. Jones,Matt Dillon,Kevin Bacon,Denise Richards
19904,Nelson McCormick,Mark Morgan,Dylan Walsh,Sela Ward,Penn Badgley
48289,John Madden,Matthew Vaughn,Helen Mirren,Ciarán Hinds,Tom Wilkinson
243,Stephen Frears,Tim Bevan,John Cusack,Iben Hjejle,Todd Louiso
6933,Eric Valette,Scott Kroopf,Shannyn Sossamon,Edward Burns,Ana Claudia Talancón
17182,John Schlesinger,Michael I. Levy,Sally Field,Kiefer Sutherland,Ed Harris
8848,Roger Donaldson,Charles Roven,Jason Statham,Saffron Burrows,Stephen Campbell Moore
38,Michel Gondry,Anthony Bregman,Jim Carrey,Kate Winslet,Kirsten Dunst
38303,Andy Fickman,John J. Strauss,Kristen Bell,Sigourney Weaver,Betty White
1266,David Ayer,Erwin Stoff,Keanu Reeves,Forest Whitaker,Chris Evans
107985,Edgar Wright,Tim Bevan,Simon Pegg,Nick Frost,Martin Freeman
14043,Andrew Fleming,Jerry Weintraub,Emma Roberts,Josh Flitter,Max Thieriot
19901,Michael Spierig,Chris Brown,Ethan Hawke,Sam Neill,Willem Dafoe
34016,Jim Field Smith,David B. Householter,Alice Eve,Jay Baruchel,Mike Vogel
59860,Thomas Bezucha,Arnon Milchan,Selena Gomez,Katie Cassidy,Cory Monteith
10069,William Brent Bell,McG,Jon Foster,Samaire Armstrong,Frankie Muniz
9588,Simon Wincer,Stanley O'Toole,Tom Selleck,Laura San Giacomo,Alan Rickman
12819,Ben Gluck,NA,Hayden Panettiere,Justin Long,Dennis Hopper
9954,Renny Harlin,Gary Lucchesi,Steven Strait,Laura Ramsey,Jessica Lucas
10115,Jessica Bendinger,Gail Lyon,Jeff Bridges,Missy Peregrym,Vanessa Lengies
25132,Robert Rodriguez,Robert Rodriguez,Jimmy Bennett,Kat Dennings,Jolie Vanier
577,Gus Van Sant,Laura Ziskin,Nicole Kidman,Matt Dillon,Joaquin Phoenix
328387,Henry Joost,Anthony Katagas,Emma Roberts,Dave Franco,Emily Meade
12690,Ed Harris,Ed Harris,Viggo Mortensen,Ed Harris,Renée Zellweger
9945,John Carpenter,Sandy King,James Woods,Daniel Baldwin,Sheryl Lee
539,Alfred Hitchcock,Alfred Hitchcock,Anthony Perkins,Vera Miles,John Gavin
13596,Howard Deutch,Adam Herz,Dane Cook,Kate Hudson,Alec Baldwin
226857,Shana Feste,Pamela Abdy,Alex Pettyfer,Gabriella Wilde,Robert Patrick
13159,Garry Marshall,NA,Jane Fonda,Lindsay Lohan,Felicity Huffman
47941,Steve Rash,NA,Chevy Chase,Carrie Fisher,Eve Arden
526,Richard Donner,Richard Donner,Matthew Broderick,Rutger Hauer,Michelle Pfeiffer
22796,Mark Steven Johnson,NA,Jim Carrey,Ashley Judd,Ian Michael Smith
2355,Mike Binder,Jack Binder,Adam Sandler,Don Cheadle,Jada Pinkett Smith
5915,Sean Penn,NA,Emile Hirsch,Marcia Gay Harden,William Hurt
9842,Todd Phillips,Geyer Kosinski,Billy Bob Thornton,Jon Heder,Jacinda Barrett
61012,Michael J. Bassett,Samuel Hadida,Adelaide Clemens,Kit Harington,Sean Bean
755,Robert Rodriguez,Gianni Nunnari,George Clooney,Quentin Tarantino,Harvey Keitel
13682,Frank Nissen,NA,Jim Cummings,John Fiedler,Nikita Hopkins
9089,Jodie Foster,Jodie Foster,Holly Hunter,Robert Downey Jr.,Anne Bancroft
9470,Stephen Chow,Stephen Chow,Stephen Chow,Yuen Wah,Yuen Qiu
18357,Peter Hastings,Jeffrey Chernov,Haley Joel Osment,Diedrich Bader,Candy Ford
7979,Marc Forster,William Horberg,Khalid Abdalla,Atossa Leoni,Shaun Toub
470,Alejandro González Iñárritu,Alejandro González Iñárritu,Sean Penn,Naomi Watts,Benicio del Toro
15644,Paul Abascal,Mel Gibson,Cole Hauser,Robin Tunney,Dennis Farina
9582,Chris Koch,David Nicksay,Jason Lee,Julia Stiles,Selma Blair
10642,Amy Heckerling,Amy Heckerling,Jason Biggs,Mena Suvari,Zak Orth
22074,Michael Moore,NA,Michael Moore,Thora Birch,William Black
2428,George Stevens,George Stevens,Max von Sydow,Michael Anderson Jr.,Carroll Baker
290751,Billy Ray,Mark Johnson,Chiwetel Ejiofor,Nicole Kidman,Julia Roberts
13805,Jason Friedberg,Jason Friedberg,Matt Lanter,Vanessa Lachey,Nicole Ari Parker
4597,Nimród Antal,Joshua Donen,Columbus Short,Laurence Fishburne,Skeet Ulrich
9414,Jon Amiel,Arnon Milchan,Bill Murray,Peter Gallagher,Joanne Whalley
63492,Mark Mylod,NA,Chris Evans,Anna Faris,Martin Freeman
81796,Stephen St. Leger,Marc Libert,Guy Pearce,Maggie Grace,Joseph Gilgun
10710,Barry Levinson,Barry Levinson,Ben Stiller,Jack Black,Rachel Weisz
15092,Brian Taylor,Gary Lucchesi,Jason Statham,Amy Smart,Dwight Yoakam
11382,Woody Allen,Robert Greenhut,John Cusack,Dianne Wiest,Jennifer Tilly
15005,Michael O. Sajbel,Lawrence Mortorff,Tiffany Dupont,Peter O'Toole,Luke Goss
8198,Phillip Noyce,Staffan Ahrenberg,Michael Caine,Brendan Fraser,Đỗ Thị Hải Yến
6963,Gore Verbinski,Steve Tisch,Nicolas Cage,Michael Caine,Hope Davis
15070,Walter Hill,NA,Wesley Snipes,Ving Rhames,Peter Falk
12797,David Koepp,Gavin Polone,Ricky Gervais,Greg Kinnear,Téa Leoni
17134,Renny Harlin,Mark Gordon,John Cena,Aidan Gillen,Ashley Scott
41402,Matt Reeves,Guy East,Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins
18885,Charles T. Kanganis,NA,Victor Wong,Max Elliott Slade,Sean Fox
4953,Michel Gondry,Michel Gondry,Jack Black,Yasiin Bey,Danny Glover
10773,Stephen Frears,Bob Hoskins,Judi Dench,Bob Hoskins,Will Young
146198,John Hillcoat,Marc Butan,Casey Affleck,Chiwetel Ejiofor,Woody Harrelson
2639,Woody Allen,Jean Doumanian,Woody Allen,Kirstie Alley,Billy Crystal
10563,Damon Santostefano,Jeffrey Silver,Matthew Perry,Neve Campbell,Dylan McDermott
295964,John Wells,Stacey Sher,Bradley Cooper,Sienna Miller,Lily James
5971,Neil Jordan,Art Linson,Robert De Niro,Sean Penn,Demi Moore
9716,Woody Allen,NA,Drew Barrymore,Diva Gray,Natasha Lyonne
11835,James Wan,Ashok Amritraj,Kevin Bacon,Garrett Hedlund,Kelly Preston
26171,Kirk Jones,Ted Field,Robert De Niro,Drew Barrymore,Kate Beckinsale
31117,Bob Clark,Steven Paul,Jon Voight,Scott Baio,Vanessa Angel
9074,Les Mayfield,Toby Emmerich,Samuel L. Jackson,Eugene Levy,Luke Goss
14396,Les Mayfield,NA,Cedric the Entertainer,Lucy Liu,Nicollette Sheridan
15673,Michael Lembeck,NA,Nia Vardalos,Toni Collette,David Duchovny
42618,Bob Fosse,Robert Arthur,Shirley MacLaine,John McMartin,Ricardo Montalban
171274,Paul Thomas Anderson,Paul Thomas Anderson,Joaquin Phoenix,Josh Brolin,Owen Wilson
24432,Frank Passingham,NA,Daniel Tay,Jimmy Fallon,Jon Stewart
109417,Benson Lee,Beau Flynn,Josh Holloway,Josh Peck,Chris Brown
13948,David Zucker,NA,Kevin Farley,Kelsey Grammer,Leslie Nielsen
106747,Robert Rodriguez,Robert Rodriguez,Danny Trejo,Mel Gibson,Amber Heard
10929,Glen Morgan,James Wong,Crispin Glover,R. Lee Ermey,Laura Harring
14220,Fred Wolf,Adam Sandler,Steve Zahn,Allen Covert,Jonah Hill
46435,Mike Leigh,Simon Channing Williams,Allan Corduner,Jim Broadbent,Timothy Spall
256962,Alejandro Monteverde,Alejandro Monteverde,Jakob Salvati,Emily Watson,Cary-Hiroyuki Tagawa
48231,David Cronenberg,Jeremy Thomas,Keira Knightley,Viggo Mortensen,Michael Fassbender
3509,Richard Linklater,Anne Walker-McBay,Keanu Reeves,Winona Ryder,Woody Harrelson
82684,Curtis Hanson,Curtis Hanson,Gerard Butler,Jonny Weston,Elisabeth Shue
12142,Uwe Boll,Shawn Williamson,Christian Slater,Tara Reid,Stephen Dorff
23367,Todd Graff,K.C. Hodenfield,Vanessa Hudgens,Aly Michalka,Gaelan Connell
10740,Jonathan Glazer,Jean-Louis Piel,Nicole Kidman,Cameron Bright,Danny Huston
241239,J.C. Chandor,Neal Dodson,Oscar Isaac,Jessica Chastain,Albert Brooks
14582,Paul Gross,Niv Fichman,Paul Gross,Caroline Dhavernas,Joe Dinicol
14914,Marc Abraham,Roger Birnbaum,Aaron Abrams,Alan Alda,Lauren Graham
3902,Todd Haynes,Christine Vachon,Cate Blanchett,Heath Ledger,Julianne Moore
77948,Mabrouk El Mechri,Marc D. Evans,Henry Cavill,Verónica Echegui,Sigourney Weaver
21755,Rian Johnson,Tom Karnowski,Rachel Weisz,Adrien Brody,Mark Ruffalo
4960,Charlie Kaufman,Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,Jennifer Jason Leigh
128,Hayao Miyazaki,Toshio Suzuki,Yōji Matsuda,Yuriko Ishida,Yūko Tanaka
14652,Jean-Paul Rappeneau,NA,Grégori Derangère,Gérard Depardieu,Isabelle Adjani
40932,Nancy Walker,NA,Alex Briley,David Hodo,Glenn Hughes
16608,John Hillcoat,Chris Brown,Guy Pearce,Ray Winstone,Emily Watson
334531,Angelo Pizzo,Paul Schiff,Aaron Eckhart,Finn Wittrock,Robin Tunney
32316,Richard Benjamin,NA,Lisa Kudrow,Damon Wayans,Richard Benjamin
7299,Kurt Wimmer,Jan de Bont,Christian Bale,Taye Diggs,Emily Watson
13405,Roger Spottiswoode,NA,Jonathan Rhys Meyers,Radha Mitchell,Chow Yun-fat
19457,James Gray,Nick Wechsler,Mark Wahlberg,Joaquin Phoenix,Charlize Theron
112937,Matthew Diamond,Gayle Dickie,Christopher Lloyd,Cary Elwes,Jaime Pressly
314385,Angelina Jolie,Brad Pitt,Angelina Jolie,Brad Pitt,Mélanie Laurent
8953,Katsuhiro Ōtomo,Shinji Komori,Anne Suzuki,Masane Tsukayama,Katsuo Nakamura
29078,David Anspaugh,NA,Gerard Butler,Wes Bentley,Gavin Rossdale
46503,Andrew Jarecki,NA,Kirsten Dunst,Ryan Gosling,Kristen Wiig
10448,Kevin Reynolds,Kevin Costner,Jason Scott Lee,Esai Morales,Sandrine Holt
13688,Stephen Chow,Han Sanping,Stephen Chow,Xu Jiao,Kitty Zhang Yuqi
10353,Jean-Marie Poiré,Alain Terzian,Christian Clavier,Jean Reno,Marie-Anne Chazel
43935,Kevin Munroe,NA,Brandon Routh,Peter Stormare,Sam Huntington
11458,Daniel Algrant,Michael Nozik,Al Pacino,Kim Basinger,Ryan O'Neal
44638,Julie Taymor,Julie Taymor,Helen Mirren,Felicity Jones,Reeve Carney
241257,Alejandro Amenábar,Fernando Bovaira,Ethan Hawke,Emma Watson,David Thewlis
14538,Daniel Lee,NA,Sammo Hung,Vanness Wu,Maggie Q
13250,Mike Barker,Pierce Brosnan,Pierce Brosnan,Maria Bello,Gerard Butler
133931,Wayne Thornley,NA,Jeremy Suarez,Samuel L. Jackson,Abigail Breslin
280871,Gnana Rajasekaran,Srivatsan Nadathur,Abhinay Vaddi,Suhasini Maniratnam,Kevin McGowan
239897,Tom Walsh,Tom Walsh,Melissa Leo,Maggie Wheeler,Joey D. Vieira
184341,Jonathan Jakubowicz,NA,Robert De Niro,Edgar Ramírez,Jurnee Smollett
334074,James McTeigue,Irwin Winkler,Pierce Brosnan,Milla Jovovich,Dylan McDermott
199373,Scott Walker,Mark Ordesky,Nicolas Cage,Vanessa Hudgens,John Cusack
14202,John Curran,Edward Norton,Edward Norton,Juliet Howland,Naomi Watts
6968,Uli Edel,Bernd Eichinger,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek
581,Kevin Costner,Kevin Costner,Kevin Costner,Mary McDonnell,Graham Greene
52449,Jake Kasdan,David B. Householter,Cameron Diaz,Jason Segel,Justin Timberlake
12150,Harold Becker,Martin Bregman,Al Pacino,Ellen Barkin,John Goodman
11247,Mark Rosman,Hunt Lowry,Hilary Duff,Jennifer Coolidge,Chad Michael Murray
4232,Wes Craven,Cathy Konrad,David Arquette,Neve Campbell,Courteney Cox
9378,Steve Beck,Robert Zemeckis,Tony Shalhoub,Embeth Davidtz,Matthew Lillard
694,Stanley Kubrick,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd
105,Robert Zemeckis,Bob Gale,Michael J. Fox,Christopher Lloyd,Lea Thompson
11377,William Malone,Robert Zemeckis,Geoffrey Rush,Famke Janssen,Taye Diggs
26367,Tyler Perry,NA,Tyler Perry,Taraji P. Henson,Adam Rodríguez
385383,Rob Hawk,Arthur Maurizio,Erin O'Brien,Miesha Tate,Holly Holm
41210,Josh Gordon,Albert Berger,Jason Bateman,Jennifer Aniston,Jeff Goldblum
12090,Shawn Levy,Robert Simonds,Ashton Kutcher,Brittany Murphy,Christian Kane
62630,Lee Tamahori,Paul Breuls,Dominic Cooper,Ludivine Sagnier,Raad Rawi
16110,Britt Allcroft,NA,Alec Baldwin,Peter Fonda,Mara Wilson
29427,Breck Eisner,Michael Aguilar,Timothy Olyphant,Radha Mitchell,Joe Anderson
129,Hayao Miyazaki,Toshio Suzuki,Rumi Hiiragi,Miyu Irino,Mari Natsuki
244114,Alan Yuen,William Kong,Andy Lau,Gordon Lam Ka-Tung,Yao Chen
2669,Roger Donaldson,Bernard Williams,Mel Gibson,Anthony Hopkins,Laurence Olivier
203833,Brian Percival,Karen Rosenfelt,Geoffrey Rush,Sophie Nélisse,Emily Watson
13523,Sean Anders,Leslie Morgenstein,Josh Zuckerman,Amanda Crew,Clark Duke
25195,Anand Tucker,NA,Amy Adams,Matthew Goode,Adam Scott
17277,Anthony Mann,NA,Sophia Loren,Stephen Boyd,Alec Guinness
50725,Michael Dowse,James Whitaker,Topher Grace,Anna Faris,Dan Fogler
82631,Daniel Barnz,Mark Johnson,Viola Davis,Maggie Gyllenhaal,Ving Rhames
73191,Emile Ardolino,NA,Darci Kistler,Damian Woetzel,Bart Robinson Cook
22479,Robert Altman,NA,Jennifer Jason Leigh,Miranda Richardson,Harry Belafonte
340611,James Schamus,Anthony Bregman,Logan Lerman,Sarah Gadon,Tracy Letts
10065,Andrew Douglas,Michael Bay,Ryan Reynolds,Melissa George,Jesse James
2757,Spike Jonze,Vincent Landay,Nicolas Cage,Meryl Streep,Chris Cooper
11683,George A. Romero,Mark Canton,Simon Baker,John Leguizamo,Dennis Hopper
244339,Danny Pang,Danny Pang,Lau Ching-Wan,Angelica Lee,Chen Sicheng
1878,Terry Gilliam,Patrick Cassavetti,Johnny Depp,Benicio del Toro,Tobey Maguire
23082,Ricky Gervais,Lynda Obst,Ricky Gervais,Jennifer Garner,Jonah Hill
195589,Nicholas Stoller,Seth Rogen,Seth Rogen,Zac Efron,Rose Byrne
854,Chuck Russell,NA,Jim Carrey,Cameron Diaz,Nancy Fish
2280,Penny Marshall,James L. Brooks,Tom Hanks,Elizabeth Perkins,Robert Loggia
496,Larry Charles,Sacha Baron Cohen,Sacha Baron Cohen,Ken Davitian,Luenell
8835,Robert Luketic,Marc Platt,Reese Witherspoon,Luke Wilson,Selma Blair
157,Leonard Nimoy,Harve Bennett,William Shatner,Leonard Nimoy,DeForest Kelley
8643,Scott Derrickson,Gary Lucchesi,Laura Linney,Tom Wilkinson,Campbell Scott
10402,Mike Mitchell,Adam Sandler,Rob Schneider,William Forsythe,Eddie Griffin
218043,Vic Armstrong,Paul Lalonde,Nicolas Cage,Chad Michael Murray,Lea Thompson
9043,Thomas Bezucha,Michael London,Claire Danes,Diane Keaton,Rachel McAdams
21301,Kevin Rodney Sullivan,NA,Ice Cube,Cedric the Entertainer,Sean Patrick Thomas
10147,Terry Zwigoff,Joel Coen,Billy Bob Thornton,Tony Cox,Brett Kelly
816,Jay Roach,Jennifer Todd,Mike Myers,Elizabeth Hurley,Michael York
302688,Kirk Jones,Tom Hanks,John Corbett,Elena Kampouris,Nia Vardalos
60307,David Bowers,NA,Zachary Gordon,Devon Bostick,Rachael Harris
106,John McTiernan,Joel Silver,Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo
279,Miloš Forman,Saul Zaentz,F. Murray Abraham,Tom Hulce,Elizabeth Berridge
