movie_id,director,producer,actor_1,actor_2,actor_3
9664,Tony Bill,Dean Devlin,James Franco,David Ellison,Jean Reno
2100,Rod Lurie,Robert Lawrence,Robert Redford,James Gandolfini,Mark Ruffalo
10384,Walter Hill,Ash R. Shah,James Spader,Angela Bassett,Robert Forster
137321,Akiva Goldsman,Akiva Goldsman,Colin Farrell,Jessica Brown Findlay,Russell Crowe
123553,Harald Zwart,Robert Kulzer,Lily Collins,Jamie Campbell Bower,Kevin Zegers
11260,Brian Robbins,David T. Friendly,Eddie Murphy,Elizabeth Banks,Gabrielle Union
9009,Walter Salles,Doug Davison,Jennifer Connelly,John C. Reilly,Tim Roth
11374,Ron Howard,Brian Grazer,Matthew McConaughey,Woody Harrelson,Sally Kirkland
2309,Iain Softley,Barry Mendel,Brendan Fraser,Sienna Guillory,Andy Serkis
8285,Frank Miller,Michael Uslan,Gabriel Macht,Scarlett Johansson,Samuel L. Jackson
210860,David Koepp,Johnny Depp,Johnny Depp,Gwyneth Paltrow,Ewan McGregor
2312,Uwe Boll,Brandon Baker,Jason Statham,John Rhys-Davies,Ray Liotta
9839,Martin Campbell,Lloyd Phillips,Angelina Jolie,Clive Owen,Teri Polo
381902,Soi Cheang,NA,Aaron Kwok,Gong Li,William Feng
13922,John Dahl,Lawrence Bender,Benjamin Bratt,James Franco,Connie Nielsen
293660,Tim Miller,Lauren Shuler Donner,Ryan Reynolds,Morena Baccarin,Ed Skrein
9713,Stephen Herek,NA,Eddie Murphy,Jeff Goldblum,Kelly Preston
190859,Clint Eastwood,Clint Eastwood,Bradley Cooper,Sienna Miller,Kyle Gallner
257445,Rob Letterman,Neal H. Moritz,Jack Black,Dylan Minnette,Odeya Rush
9007,Mark Waters,Walter F. Parkes,Reese Witherspoon,Mark Ruffalo,Donal Logue
889,Brian Levant,Bruce Cohen,Mark Addy,Stephen Baldwin,Kristen Johnston
1370,Peter MacDonald,Buzz Feitshans,Sylvester Stallone,Richard Crenna,Kurtwood Smith
4942,George Clooney,George Clooney,George Clooney,Renée Zellweger,John Krasinski
347969,Frank Coraci,Adam Sandler,Adam Sandler,Taylor Lautner,Steve Buscemi
24438,Marc Lawrence,Martin Shafer,Hugh Grant,Sarah Jessica Parker,Mary Steenburgen
116741,Shawn Levy,Vince Vaughn,Owen Wilson,Vince Vaughn,Rose Byrne
35791,Paul W.S. Anderson,Bernd Eichinger,Milla Jovovich,Wentworth Miller,Ali Larter
72431,Anthony Hemingway,Rick McCallum,Bryan Cranston,David Oyelowo,Cuba Gooding Jr.
1813,Taylor Hackford,Arnon Milchan,Keanu Reeves,Al Pacino,Charlize Theron
87428,Sean Anders,NA,Adam Sandler,Susan Sarandon,Eva Amurri Martino
8840,Rob Cohen,Raffaella De Laurentiis,Dennis Quaid,David Thewlis,Pete Postlethwaite
10589,Brett Ratner,Beau Flynn,Pierce Brosnan,Salma Hayek,Woody Harrelson
71676,Brian Taylor,Michael De Luca,Nicolas Cage,Ciarán Hinds,Violante Placido
1722,John Madden,Tim Bevan,Nicolas Cage,Penélope Cruz,John Hurt
10022,Adam Shankman,Roger Birnbaum,Vin Diesel,Lauren Graham,Faith Ford
11358,Kevin Bray,Lucas Foster,Dwayne Johnson,Johnny Knoxville,Neal McDonough
13,Robert Zemeckis,Wendy Finerman,Tom Hanks,Robin Wright,Gary Sinise
6477,Tim Hill,Janice Karman,Jason Lee,David Cross,Cameron Richardson
1597,Jay Roach,Robert De Niro,Ben Stiller,Robert De Niro,Teri Polo
10530,Mike Gabriel,James Pentecost,Irene Bedard,Mel Gibson,David Ogden Stiers
1924,Richard Donner,Pierre Spengler,Christopher Reeve,Marlon Brando,Margot Kidder
9327,Tom Shadyac,NA,Eddie Murphy,Jada Pinkett Smith,James Coburn
8488,Andy Tennant,Will Smith,Will Smith,Eva Mendes,Kevin James
10603,Sam Weisman,Jon Avnet,Brendan Fraser,Leslie Mann,Thomas Haden Church
8273,Jesse Dylan,Chris Bender,Jason Biggs,Alyson Hannigan,Seann William Scott
109424,Paul Greengrass,Scott Rudin,Tom Hanks,Catherine Keener,Max Martini
35056,Shawn Levy,Shawn Levy,Tina Fey,Steve Carell,Mark Wahlberg
8839,Brad Silberling,Colin Wilson,Christina Ricci,Bill Pullman,Cathy Moriarty
156022,Antoine Fuqua,Steve Tisch,Denzel Washington,Marton Csokas,Chloë Grace Moretz
7303,Wayne Wang,Paul Schiff,Jennifer Lopez,Ralph Fiennes,Natasha Richardson
8963,Tony Scott,Jerry Bruckheimer,Denzel Washington,Gene Hackman,Matt Craven
1402,Gabriele Muccino,Steve Tisch,Will Smith,Jaden Smith,Thandie Newton
9315,Robert Schwentke,Brian Grazer,Jodie Foster,Peter Sarsgaard,Sean Bean
8984,Barry Levinson,Barry Levinson,Michael Douglas,Demi Moore,Donald Sutherland
795,Brad Silberling,Charles Roven,Nicolas Cage,Meg Ryan,Andre Braugher
24,Quentin Tarantino,Lawrence Bender,Uma Thurman,Lucy Liu,Vivica A. Fox
11353,Frank Oz,Brian Grazer,Steve Martin,Eddie Murphy,Heather Graham
393,Quentin Tarantino,Lawrence Bender,Uma Thurman,David Carradine,Daryl Hannah
9618,Andrei Konchalovsky,NA,Sylvester Stallone,Kurt Russell,Teri Hatcher
9374,Robert Zemeckis,Robert Zemeckis,Meryl Streep,Bruce Willis,Goldie Hawn
8584,Tom Dey,Roger Birnbaum,Jackie Chan,Owen Wilson,Lucy Liu
2320,Stuart Baird,Joel Silver,Kurt Russell,Steven Seagal,Halle Berry
58224,Mark Waters,NA,Jim Carrey,Carla Gugino,Madeline Carroll
1729,Rob Minkoff,Philip Lee,Jackie Chan,Jet Li,Michael Angarano
175574,Jimmy Hayward,NA,Owen Wilson,Woody Harrelson,Amy Poehler
8077,David Fincher,David Giler,Sigourney Weaver,Charles S. Dutton,Charles Dance
8818,Alan Parker,Robert Stigwood,Madonna,Antonio Banderas,Jonathan Pryce
8195,John Frankenheimer,Frank Mancuso Jr.,Robert De Niro,Jean Reno,Natascha McElhone
10586,Stephen Hopkins,Gale Anne Hurd,Michael Douglas,Val Kilmer,Tom Wilkinson
116149,Paul King,David Heyman,Nicole Kidman,Peter Capaldi,Ben Whishaw
80035,Akiva Schaffer,Shawn Levy,Ben Stiller,Vince Vaughn,Jonah Hill
10632,William Friedkin,James Jacks,Tommy Lee Jones,Benicio del Toro,Connie Nielsen
12117,Jon Turteltaub,Michael Taylor,Anthony Hopkins,Cuba Gooding Jr.,Donald Sutherland
1792,Bobby Farrelly,Bobby Farrelly,Matt Damon,Greg Kinnear,Eva Mendes
13260,Kent Alterman,NA,Will Ferrell,Maura Tierney,Woody Harrelson
72197,Peter Lord,NA,Hugh Grant,Brendan Gleeson,Jeremy Piven
3580,Clint Eastwood,Clint Eastwood,Angelina Jolie,Jeffrey Donovan,John Malkovich
12123,Andrew Davis,Arne Schmidt,Keanu Reeves,Morgan Freeman,Rachel Weisz
9566,Tony Scott,Wendy Finerman,Robert De Niro,Wesley Snipes,Ellen Barkin
9833,Joel Schumacher,Andrew Lloyd Webber,Gerard Butler,Emmy Rossum,Patrick Wilson
4517,Shekhar Kapur,NA,Cate Blanchett,Clive Owen,Geoffrey Rush
8202,Karyn Kusama,Gale Anne Hurd,Charlize Theron,Marton Csokas,Jonny Lee Miller
16072,Ronald F. Maxwell,Ronald F. Maxwell,Stephen Lang,Jeff Daniels,Robert Duvall
34314,Robert Butler,Martin Ransohoff,Ray Liotta,Lauren Holly,Brendan Gleeson
19724,Karey Kirkpatrick,Ed Solomon,Eddie Murphy,Thomas Haden Church,Yara Shahidi
145220,James Bobin,David Hoberman,Ricky Gervais,Ty Burrell,Tina Fey
14623,Jonathan Frakes,Tim Bevan,Brady Corbet,Soren Fulton,Debora Weston
42297,Steve Antin,Donald De Line,Cher,Christina Aguilera,Eric Dane
2841,Jean-Pierre Jeunet,NA,Audrey Tautou,Gaspard Ulliel,Dominique Pinon
802,Stanley Kubrick,James B. Harris,James Mason,Sue Lyon,Shelley Winters
10375,Jim Gillespie,Karen Kehela Sherwood,Sylvester Stallone,Courtney B. Vance,Tom Berenger
36586,Guillermo del Toro,Peter Frankfurt,Wesley Snipes,Kris Kristofferson,Ron Perlman
11321,Gabriele Muccino,Will Smith,Will Smith,Rosario Dawson,Sarah Jane Morris
70074,Walter Hill,Joel Silver,Sylvester Stallone,Sung Kang,Sarah Shahi
242,Francis Ford Coppola,Francis Ford Coppola,Al Pacino,Diane Keaton,Andy García
9621,Cameron Crowe,NA,Orlando Bloom,Kirsten Dunst,Susan Sarandon
1819,Anthony Russo,Owen Wilson,Kate Hudson,Owen Wilson,Matt Dillon
8536,Richard Lester,Pierre Spengler,Gene Hackman,Christopher Reeve,Ned Beatty
8046,Martin Brest,Martin Brest,Ben Affleck,Jennifer Lopez,Justin Bartha
1717,Steven Zaillian,Steven Zaillian,Sean Penn,Jude Law,Kate Winslet
479,John Singleton,Scott Rudin,Samuel L. Jackson,Jeffrey Wright,Christian Bale
9444,Gary Goldman,Gary Goldman,Meg Ryan,John Cusack,Christopher Lloyd
824,Baz Luhrmann,Steve E. Andrews,Nicole Kidman,Ewan McGregor,John Leguizamo
11456,Harold Becker,Harold Becker,John Travolta,Vince Vaughn,Teri Polo
261023,Scott Cooper,Brian Oliver,Johnny Depp,Joel Edgerton,Benedict Cumberbatch
3683,Clint Eastwood,Clint Eastwood,Ryan Phillippe,Adam Beach,Jesse Bradford
22803,F. Gary Gray,Lucas Foster,Jamie Foxx,Gerard Butler,Colm Meaney
285923,Quentin Tarantino,Quentin Tarantino,Kurt Russell,Zoë Bell,Rosario Dawson
39437,Jonathan Demme,NA,Oprah Winfrey,Danny Glover,Thandie Newton
1950,Curtis Hanson,Curtis Hanson,Eric Bana,Drew Barrymore,Robert Duvall
640,Steven Spielberg,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken
97630,Kathryn Bigelow,Kathryn Bigelow,Jessica Chastain,Jason Clarke,Mark Strong
9767,Peyton Reed,Vince Vaughn,Vince Vaughn,Jennifer Aniston,Joey Lauren Adams
11631,Phyllida Lloyd,Gary Goetzman,Meryl Streep,Pierce Brosnan,Amanda Seyfried
32856,Garry Marshall,Mike Karz,Jessica Alba,Jessica Biel,Bradley Cooper
6519,Jay Chandrasekhar,Bill Gerber,Johnny Knoxville,Seann William Scott,Jessica Simpson
8741,Terrence Malick,Grant Hill,Sean Penn,Adrien Brody,Jim Caviezel
49520,David Dobkin,Neal H. Moritz,Olivia Wilde,Ryan Reynolds,Jason Bateman
1850,Miloš Forman,Danny DeVito,Jim Carrey,Courtney Love,Bob Zmuda
524,Martin Scorsese,Barbara De Fina,Robert De Niro,Sharon Stone,Joe Pesci
26389,Pierre Morel,India Osborne,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak
11817,Paul Hunter,Charles Roven,Seann William Scott,Jaime King,Karel Roden
2123,Bobby Farrelly,Bobby Farrelly,Jim Carrey,Renée Zellweger,Anthony Anderson
9907,Steve Oedekerk,Steve Oedekerk,Courteney Cox,Kevin James,Sam Elliott
9969,John Whitesell,Arnon Milchan,Danny DeVito,Matthew Broderick,Kristin Davis
18239,Chris Weitz,Wyck Godfrey,Kristen Stewart,Robert Pattinson,Taylor Lautner
808,Andrew Adamson,Jeffrey Katzenberg,Mike Myers,Eddie Murphy,Cameron Diaz
38050,George Nolfi,George Nolfi,Matt Damon,Emily Blunt,John Slattery
8367,Kevin Reynolds,Pen Densham,Kevin Costner,Morgan Freeman,Christian Slater
9390,Cameron Crowe,James L. Brooks,Tom Cruise,Cuba Gooding Jr.,Renée Zellweger
72105,Seth MacFarlane,Seth MacFarlane,Mark Wahlberg,Mila Kunis,Seth MacFarlane
2898,James L. Brooks,James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear
10312,Tom Shadyac,Barry Kemp,Robin Williams,Philip Seymour Hoffman,Bob Gunton
109443,Adam McKay,Judd Apatow,Will Ferrell,Steve Carell,Paul Rudd
2022,Steven Brill,Sid Ganis,Adam Sandler,Winona Ryder,John Turturro
37686,J.J. Abrams,Steven Spielberg,Joel Courtney,Elle Fanning,Riley Griffiths
462,Steven Soderbergh,Danny DeVito,Julia Roberts,Albert Finney,Aaron Eckhart
9919,Donald Petrie,Lynda Obst,Kate Hudson,Matthew McConaughey,Kathryn Hahn
187017,Phil Lord,Neal H. Moritz,Jonah Hill,Channing Tatum,Dave Franco
628,Neil Jordan,David Geffen,Brad Pitt,Tom Cruise,Kirsten Dunst
10201,Peyton Reed,Richard D. Zanuck,Jim Carrey,Zooey Deschanel,Rhys Darby
302699,Rawson Marshall Thurber,Michael Fottrell,Dwayne Johnson,Kevin Hart,Amy Ryan
9441,Chris Columbus,Wendy Finerman,Julia Roberts,Susan Sarandon,Ed Harris
274167,Sean Anders,Will Ferrell,Will Ferrell,Mark Wahlberg,Linda Cardellini
224141,Rob Marshall,Callum McDougall,Meryl Streep,Emily Blunt,James Corden
388,Spike Lee,Brian Grazer,Denzel Washington,Clive Owen,Jodie Foster
2112,Brian Helgeland,Bruce Davey,Mel Gibson,Kris Kristofferson,Gregg Henry
10329,Frank Marshall,Sam Mercer,Laura Linney,Dylan Walsh,Ernie Hudson
74465,Cameron Crowe,NA,Matt Damon,Scarlett Johansson,Thomas Haden Church
13811,Alex Proyas,Steve Tisch,Nicolas Cage,Rose Byrne,Chandler Canterbury
6877,Tom Dey,Scott Rudin,Matthew McConaughey,Sarah Jessica Parker,Zooey Deschanel
10320,Hideo Nakata,Walter F. Parkes,Naomi Watts,Simon Baker,Elizabeth Perkins
50646,Glenn Ficarra,Denise Di Novi,Steve Carell,Julianne Moore,Ryan Gosling
8920,Peter Hewitt,John Davis,Bill Murray,Breckin Meyer,Jennifer Love Hewitt
13673,Joe Roth,Chris Columbus,Tim Allen,Jamie Lee Curtis,Dan Aykroyd
60308,Bennett Miller,Brad Pitt,Brad Pitt,Jonah Hill,Philip Seymour Hoffman
6950,Wolfgang Petersen,Wolfgang Petersen,Dustin Hoffman,Rene Russo,Morgan Freeman
225574,Jaume Collet-Serra,Joel Silver,Liam Neeson,Julianne Moore,Scoot McNairy
13836,Andy Fickman,NA,Dwayne Johnson,AnnaSophia Robb,Alexander Ludwig
752,James McTeigue,Joel Silver,Natalie Portman,Hugo Weaving,Stephen Rea
6038,David Dobkin,Roger Birnbaum,Jackie Chan,Owen Wilson,Fann Wong
9975,Matthew O'Callaghan,Ron Howard,Will Ferrell,Drew Barrymore,David Cross
11451,Angela Robinson,Robert Simonds,Lindsay Lohan,Michael Keaton,Matt Dillon
12103,Gary Fleder,Arnon Milchan,Michael Douglas,Sean Bean,Brittany Murphy
60304,Tommy Wirkola,Will Ferrell,Jeremy Renner,Gemma Arterton,Famke Janssen
2251,Adrian Lyne,Adrian Lyne,Richard Gere,Diane Lane,Olivier Martinez
46529,D.J. Caruso,Michael Bay,Alex Pettyfer,Timothy Olyphant,Teresa Palmer
231,Stephen Gaghan,Jennifer Fox,George Clooney,Matt Damon,Jeffrey Wright
300671,Michael Bay,Michael Bay,James Badge Dale,John Krasinski,Max Martini
228326,Jorge R. Gutierrez,Guillermo del Toro,Diego Luna,Channing Tatum,Zoe Saldana
9754,Richard Loncraine,Armyan Bernstein,Harrison Ford,Paul Bettany,Virginia Madsen
66,Clint Eastwood,Clint Eastwood,Clint Eastwood,Gene Hackman,Ed Harris
4421,Ridley Scott,Suzanne Todd,Demi Moore,Viggo Mortensen,Anne Bancroft
2649,David Fincher,Steve Golin,Michael Douglas,Sean Penn,Deborah Kara Unger
588,Christophe Gans,Samuel Hadida,Radha Mitchell,Sean Bean,Laurie Holden
10393,Howard Deutch,Dylan Sellers,Keanu Reeves,Gene Hackman,Brooke Langton
71552,Jon Hurwitz,NA,Jason Biggs,Alyson Hannigan,Seann William Scott
9631,F. Gary Gray,Arnon Milchan,Samuel L. Jackson,Kevin Spacey,David Morse
216282,Steven Quale,Todd Garner,Richard Armitage,Sarah Wayne Callies,Matt Walsh
306,John Landis,Mace Neufeld,Eddie Murphy,Judge Reinhold,Héctor Elizondo
928,Joe Dante,Michael Finnell,Zach Galligan,Phoebe Cates,John Glover
205587,David Dobkin,Susan Downey,Robert Duvall,Robert Downey Jr.,Vera Farmiga
6623,Mimi Leder,Branko Lustig,George Clooney,Nicole Kidman,Marcel Iureș
1577,Alexander Witt,Paul W.S. Anderson,Milla Jovovich,Sienna Guillory,Oded Fehr
9801,Beeban Kidron,Tim Bevan,Renée Zellweger,Hugh Grant,Colin Firth
2116,Carl Franklin,Neal H. Moritz,Denzel Washington,Eva Mendes,Sanaa Lathan
9624,Steven Seagal,A. Kitman Ho,Steven Seagal,Michael Caine,Joan Chen
14199,Robert Rodriguez,Elizabeth Avellan,Taylor Lautner,Taylor Dooley,Cayden Boyd
1907,Danny Boyle,Andrew Macdonald,Leonardo DiCaprio,Guillaume Canet,Tilda Swinton
4599,Garry Marshall,Ashok Amritraj,Kate Hudson,John Corbett,Joan Cusack
22832,James McTeigue,Joel Silver,Rain,Naomie Harris,Sung Kang
10390,Sam Raimi,NA,Kevin Costner,Kelly Preston,John C. Reilly
9879,Andrew Bergman,Mike Lobell,Demi Moore,Burt Reynolds,Armand Assante
38579,Tom Dey,John Davis,Owen Wilson,Emma Stone,George Lopez
44603,Clint Eastwood,NA,Matt Damon,Bryce Dallas Howard,George McLaren
11892,Barbet Schroeder,Barbet Schroeder,Sandra Bullock,Ben Chaplin,Ryan Gosling
9691,Richard Donner,Joel Silver,Sylvester Stallone,Antonio Banderas,Julianne Moore
1248,Peter Webber,Dino De Laurentiis,Gaspard Ulliel,Aaran Thomas,Gong Li
12220,Rob Reiner,Rob Reiner,Bruce Willis,Michelle Pfeiffer,Rob Reiner
72710,Andrew Niccol,Nick Wechsler,Saoirse Ronan,Diane Kruger,Jake Abel
10782,John McTiernan,Michael Tadross,John Travolta,Connie Nielsen,Samuel L. Jackson
9573,Clint Eastwood,Clint Eastwood,Clint Eastwood,Jeff Daniels,Anjelica Huston
4959,Tom Tykwer,NA,Clive Owen,Naomi Watts,Armin Mueller-Stahl
10061,John Carpenter,Debra Hill,Kurt Russell,Stacy Keach,Steve Buscemi
10386,Brad Bird,Allison Abbate,Eli Marienthal,Jennifer Aniston,Vin Diesel
421,Wes Anderson,Scott Rudin,Bill Murray,Anjelica Huston,Cate Blanchett
316152,Gary Ross,Jon Kilik,Matthew McConaughey,Gugu Mbatha-Raw,Mahershala Ali
11615,Alan Parker,Nicolas Cage,Kevin Spacey,Kate Winslet,Laura Linney
13498,Stephen Herek,NA,Tommy Lee Jones,Cedric the Entertainer,Christina Milian
241554,Jaume Collet-Serra,Michael Tadross,Liam Neeson,Ed Harris,Joel Kinnaman
2252,David Cronenberg,Robert Lantos,Naomi Watts,Viggo Mortensen,Vincent Cassel
11968,John Stockwell,David Zelon,Paul Walker,Jessica Alba,Scott Caan
10047,Luc Besson,Luc Besson,Milla Jovovich,Dustin Hoffman,Faye Dunaway
38319,David Gordon Green,Scott Stuber,Danny McBride,James Franco,Natalie Portman
69668,Jim Sheridan,James G. Robinson,Daniel Craig,Naomi Watts,Rachel Weisz
9770,Costa-Gavras,Arnold Kopelson,John Travolta,Dustin Hoffman,Mia Kirshner
11212,Patrick Read Johnson,John Hughes,Joe Mantegna,Lara Flynn Boyle,Joe Pantoliano
10533,Roland Joffé,Roland Joffé,Demi Moore,Gary Oldman,Robert Duvall
38363,Doug Liman,NA,Naomi Watts,Sean Penn,Ty Burrell
9923,Tony Scott,Tony Scott,Keira Knightley,Mickey Rourke,Edgar Ramírez
11863,William Friedkin,Robert Evans,David Caruso,Linda Fiorentino,Chazz Palminteri
18501,Brian Taylor,Gary Lucchesi,Gerard Butler,Michael C. Hall,Logan Lerman
109491,Richard LaGravenese,David Valdes,Alden Ehrenreich,Alice Englert,Jeremy Irons
9275,Danny DeVito,Peter Macgregor-Scott,Robin Williams,Catherine Keener,Edward Norton
329833,Ben Stiller,Scott Rudin,Ben Stiller,Owen Wilson,Will Ferrell
12634,George Armitage,Jorge Saralegui,Owen Wilson,Morgan Freeman,Gary Sinise
10416,Mike Nichols,Mike Nichols,Garry Shandling,Annette Bening,John Goodman
47327,Patrick Lussier,Michael De Luca,Nicolas Cage,Amber Heard,William Fichtner
15268,Andrzej Bartkowiak,NA,Kristin Kreuk,Chris Klein,Neal McDonough
10796,James Wong,Charles Newirth,Jet Li,Jason Statham,Carla Gugino
9548,Renny Harlin,Joel Silver,Andrew Dice Clay,Wayne Newton,Priscilla Presley
18947,Richard Curtis,Tim Bevan,Tom Sturridge,Philip Seymour Hoffman,Rhys Ifans
1900,Steven Soderbergh,Edward Zwick,Michael Douglas,Benicio del Toro,Jacob Vargas
89,Steven Spielberg,Robert Watts,Harrison Ford,Sean Connery,Denholm Elliott
96724,Joe Wright,Tim Bevan,Keira Knightley,Jude Law,Aaron Taylor-Johnson
198184,Neill Blomkamp,Simon Kinberg,Sharlto Copley,Dev Patel,Ninja
9481,Phillip Noyce,Martin Bregman,Denzel Washington,Angelina Jolie,Queen Latifah
4547,David Fincher,David Koepp,Jodie Foster,Kristen Stewart,Forest Whitaker
53953,Chuck Bowman,NA,Lochlyn Munro,Chandra West,Steve Bacic
6415,David O. Russell,Charles Roven,George Clooney,Mark Wahlberg,Ice Cube
181283,Daniel Espinosa,Ridley Scott,Tom Hardy,Gary Oldman,Noomi Rapace
9896,Jerry Zucker,Jerry Zucker,Cuba Gooding Jr.,Seth Green,Whoopi Goldberg
167,Iain Softley,Lawrence Gordon,Jeff Bridges,Kevin Spacey,Mary McCormack
11232,James Mangold,Cathy Konrad,Meg Ryan,Hugh Jackman,Liev Schreiber
1636,Harold Ramis,Harold Ramis,Elizabeth Hurley,Brendan Fraser,Frances O'Connor
2148,Francis Ford Coppola,Robert Evans,Richard Gere,Gregory Hines,Diane Lane
5176,James Mangold,Cathy Konrad,Russell Crowe,Christian Bale,Logan Lerman
260346,Olivier Megaton,Luc Besson,Liam Neeson,Forest Whitaker,Maggie Grace
1389,Steven Soderbergh,Danny DeVito,George Clooney,Jennifer Lopez,Ving Rhames
9894,Ben Stiller,Judd Apatow,Jim Carrey,Matthew Broderick,Leslie Mann
7504,Deepa Mehta,Deepa Mehta,Aamir Khan,Nandita Das,Maia Sethna
8592,Warren Beatty,Warren Beatty,Warren Beatty,Al Pacino,Madonna
913,John McTiernan,Pierce Brosnan,Pierce Brosnan,Rene Russo,Denis Leary
11091,Penny Marshall,Julie Ansell,Drew Barrymore,Steve Zahn,Adam Garcia
1368,Ted Kotcheff,Buzz Feitshans,Sylvester Stallone,Richard Crenna,Brian Dennehy
593,Andrei Tarkovsky,Viacheslav Tarasov,Donatas Banionis,Natalya Bondarchuk,Jüri Järvet
5393,Yvette Kaplan,Charlie Woebcken,George Carlin,Andy Dick,Sarah Michelle Gellar
9095,Stephen Frears,Norma Heyman,Julia Roberts,John Malkovich,George Cole
8874,P.J. Hogan,Jerry Zucker,Julia Roberts,Dermot Mulroney,Cameron Diaz
11467,Joe Roth,Billy Crystal,Julia Roberts,Billy Crystal,Catherine Zeta-Jones
320,Christopher Nolan,Paul Junger Witt,Al Pacino,Robin Williams,Hilary Swank
199,Jonathan Frakes,Rick Berman,Patrick Stewart,Jonathan Frakes,Brent Spiner
20533,Jimmy Hayward,Akiva Goldsman,Josh Brolin,John Malkovich,Megan Fox
10684,Edward Zwick,John Davis,Denzel Washington,Meg Ryan,Lou Diamond Phillips
1624,Tom Shadyac,Brian Grazer,Jim Carrey,Maura Tierney,Cary Elwes
325789,Brad Furman,Brad Furman,Bryan Cranston,Diane Kruger,John Leguizamo
113464,Terence Young,Sidney Beckerman,Laurence Olivier,Jacqueline Bisset,Ben Gazzara
888,Brian Levant,Colin Wilson,John Goodman,Elizabeth Perkins,Rick Moranis
82675,Olivier Megaton,Luc Besson,Liam Neeson,Maggie Grace,Famke Janssen
4256,David Zucker,Robert K. Weiss,Pamela Anderson,Jenny McCarthy,Marny Eng
1493,Donald Petrie,Sandra Bullock,Sandra Bullock,Benjamin Bratt,Michael Caine
88751,Eric Brevig,Beau Flynn,Brendan Fraser,Josh Hutcherson,Anita Briem
11130,Garry Marshall,Whitney Houston,Anne Hathaway,Julie Andrews,Héctor Elizondo
9944,Alan J. Pakula,Pieter Jan Brugge,Julia Roberts,Denzel Washington,Sam Shepard
10731,Joel Schumacher,Arnon Milchan,Susan Sarandon,Tommy Lee Jones,Mary-Louise Parker
7350,Rob Reiner,Rob Reiner,Jack Nicholson,Morgan Freeman,Sean Hayes
9869,Phillip Noyce,Mace Neufeld,Harrison Ford,Anne Archer,Patrick Bergin
4379,Robert Luketic,Chris Bender,Jennifer Lopez,Jane Fonda,Michael Vartan
146233,Denis Villeneuve,Broderick Johnson,Hugh Jackman,Jake Gyllenhaal,Paul Dano
2034,Antoine Fuqua,Jeffrey Silver,Denzel Washington,Ethan Hawke,Scott Glenn
926,Dean Parisot,Mark Johnson,Tim Allen,Sigourney Weaver,Alan Rickman
4248,Keenen Ivory Wayans,Eric L. Gold,Anna Faris,Marlon Wayans,James DeBello
64328,James Bobin,NA,Amy Adams,Jason Segel,Emily Blunt
36647,Stephen Norrington,Robert Engelman,Wesley Snipes,Stephen Dorff,Kris Kristofferson
7214,Thomas Carter,Brian Robbins,Samuel L. Jackson,Rob Brown,Robert Ri'chard
1537,Roger Michell,Scott Rudin,Ben Affleck,Samuel L. Jackson,Kim Staunton
9360,Luis Llosa,Jack Epps Jr.,Jennifer Lopez,Ice Cube,Jon Voight
6282,David McNally,Jerry Bruckheimer,Piper Perabo,Adam Garcia,John Goodman
508,Richard Curtis,Tim Bevan,Keira Knightley,Heike Makatsch,Emma Thompson
9487,Andrew Stanton,Darla K. Anderson,Kevin Spacey,Julia Louis-Dreyfus,Hayden Panettiere
768,Albert Hughes,Jane Hamsher,Johnny Depp,Heather Graham,Ian Holm
2636,Luis Llosa,Jerry Weintraub,Sylvester Stallone,Sharon Stone,James Woods
10478,Ron Shelton,David V. Lester,Kevin Costner,Don Johnson,Cheech Marin
27983,Melville Shavelson,Robert F. Blumofe,Lucille Ball,Henry Fonda,Van Johnson
9981,Jesse Dylan,Mia Apatow,Will Ferrell,Robert Duvall,Kate Walsh
7453,Garth Jennings,Roger Birnbaum,Martin Freeman,Zooey Deschanel,Sam Rockwell
15045,Joel Zwick,John Davis,Kenan Thompson,Shedrack Anderson III,Jermaine Williams
7737,Russell Mulcahy,Bernd Eichinger,Milla Jovovich,Oded Fehr,Ali Larter
232672,Frank Coraci,Adam Sandler,Drew Barrymore,Adam Sandler,Wendi McLendon-Covey
17379,Wayne Wang,NA,Queen Latifah,LL Cool J,Timothy Hutton
8987,Curtis Hanson,Lawrence Turman,Meryl Streep,David Strathairn,Kevin Bacon
11359,Frank Oz,Kathleen Kennedy,Hal Scardino,Litefoot,Lindsay Crouse
82525,Oliver Stone,Moritz Borman,Blake Lively,Taylor Kitsch,Aaron Taylor-Johnson
9759,David R. Ellis,Dean Devlin,Chris Evans,Kim Basinger,Jason Statham
9486,Peter Howitt,Tim Bevan,Rowan Atkinson,John Malkovich,Natalie Imbruglia
9906,John A. Davis,Tom Hanks,Julia Roberts,Meryl Streep,Nicolas Cage
841,David Lynch,Raffaella De Laurentiis,Kyle MacLachlan,Francesca Annis,Leonardo Cimino
4688,Julie Taymor,Jennifer Todd,Evan Rachel Wood,Jim Sturgess,Joe Anderson
4148,Sam Mendes,Bobby Cohen,Leonardo DiCaprio,Kate Winslet,Michael Shannon
2207,Richard Donner,Avi Lerner,Bruce Willis,Yasiin Bey,David Morse
9381,Mathieu Kassovitz,Alain Goldman,Vin Diesel,Michelle Yeoh,Mélanie Thierry
